City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,bandon,51.7469,-8.7425,11.77,93,100,2.68,IE,1695756602
369,rovaniemi,66.5,25.7167,10.67,93,0,6.17,FI,1695756413
370,pontes e lacerda,-15.2261,-59.3353,41.67,16,7,4.24,BR,1695756603
371,qamdo,31.1667,97.2333,2.84,77,67,1.64,CN,1695756206
372,berbera,10.4396,45.0143,31.58,67,100,2.02,SO,1695756604
373,bongaree,-27.0797,153.1586,14.73,76,0,3.95,AU,1695756479
374,plettenberg bay,-34.0527,23.3716,14.16,80,52,2.6,ZA,1695756594
375,castelli,-25.9468,-60.6195,22.39,62,88,8.1,AR,1695756606
376,kununurra,-15.7667,128.7333,21.99,83,6,3.09,AU,1695756314
377,lazaro cardenas,17.9583,-102.2,31.12,66,8,2.96,MX,1695756607
378,martins ferry,40.0959,-80.7245,21.23,76,100,4.63,US,1695756608
379,sochi,43.6,39.7303,21.05,59,0,3.37,RU,1695756608
380,flying fish cove,-10.4217,105.6791,23.82,83,100,6.17,CX,1695756254
381,greymouth,-42.4667,171.2,6.83,77,100,2.55,NZ,1695756609
382,markovo,57.3206,107.0881,6.38,96,11,2.14,RU,1695756232
383,long beach,33.767,-118.1892,31.02,70,0,3.6,US,1695756610
384,rio de janeiro,-22.9028,-43.2075,33.08,69,20,9.26,BR,1695756523
385,lebu,-37.6167,-73.65,10.63,59,5,6.44,CL,1695756215
386,kuta,-8.7233,115.1723,25.0,88,20,2.24,ID,1695756612
387,yuzhno-kurilsk,44.0306,145.8556,15.46,93,97,1.75,RU,1695756317
388,guatrache,-37.6678,-63.5302,20.18,21,80,6.85,AR,1695756612
389,tongliao,43.6125,122.2653,15.09,64,100,1.63,CN,1695756613
390,zhangye,38.9342,100.4517,12.27,41,76,1.83,CN,1695756613
391,kashmar,35.2383,58.4656,18.85,18,0,3.37,IR,1695756614
392,nizhnesortymskiy,62.4397,71.7603,3.89,87,96,3.83,RU,1695756614
393,nelidovo,56.2211,32.7774,9.44,86,75,1.27,RU,1695756614
394,myitkyina,25.3833,97.4,25.08,84,10,0.78,MM,1695756565
395,strelka,58.0728,93.0344,3.44,83,8,0.67,RU,1695756615
396,nakuru,-0.2833,36.0667,15.15,91,96,1.52,KE,1695756616
397,canutama,-6.5339,-64.3831,38.81,27,85,1.11,BR,1695756616
398,sao joao do piaui,-8.3581,-42.2467,38.39,21,40,2.5,BR,1695756617
399,coahuayana de hidalgo,18.7,-103.6583,32.69,65,41,2.85,MX,1695756390
400,acarau,-2.8856,-40.12,27.77,69,0,9.43,BR,1695756618
401,ancud,-41.8697,-73.8203,9.18,70,100,6.86,CL,1695756239
402,ambon,-3.6954,128.1814,27.15,95,20,3.09,ID,1695756225
403,kapuskasing,49.4169,-82.4331,21.0,37,20,2.57,CA,1695756073
404,prince george,53.9166,-122.753,16.69,47,75,11.32,CA,1695756524
405,nabire,-3.3667,135.4833,23.87,94,100,1.0,ID,1695756620
406,kingston,17.997,-76.7936,33.53,74,40,6.17,JM,1695756157
407,chui,-33.6971,-53.4616,11.47,89,100,6.25,UY,1695756219
408,kristiansund,63.1115,7.732,14.36,62,0,1.03,NO,1695756621
409,fermo,43.1647,13.7233,21.59,79,0,3.33,IT,1695756621
410,cidreira,-30.1811,-50.2056,17.86,96,100,8.78,BR,1695756348
411,fiambala,-27.6871,-67.6149,15.26,69,96,4.71,AR,1695756622
412,hassi messaoud,31.6804,6.0729,29.92,32,0,3.6,DZ,1695756623
413,hami,42.8,93.45,13.2,35,6,1.95,CN,1695756249
414,hadibu,12.65,54.0333,26.82,82,80,4.11,YE,1695756306
415,blenheim,-41.516,173.9528,8.07,95,100,1.91,NZ,1695756624
416,lame,10.4415,9.2396,21.37,89,98,2.29,NG,1695756625
417,kuacjok,8.3002,27.9903,24.08,79,5,0.67,SS,1695756626
418,san antonio de pale,-1.4014,5.6325,24.76,86,42,4.96,GQ,1695756626
419,perry,37.2506,-83.1999,29.1,37,0,1.17,US,1695756626
420,tual,-5.6667,132.75,25.54,84,99,7.66,ID,1695756627
421,alofi,-19.0595,-169.9187,23.94,78,40,3.6,NU,1695756287
422,santiago de cao,-7.9589,-79.2392,21.07,78,0,6.17,PE,1695756353
423,kashgar,39.4547,75.9797,17.56,29,0,2.0,CN,1695756628
424,road town,18.4167,-64.6167,33.05,66,40,3.6,VG,1695756365
425,zhalantun,48.0,122.7167,9.6,58,72,2.48,CN,1695756299
426,pakse,15.1167,105.7833,23.17,98,100,1.58,LA,1695756629
427,roma,43.2128,-75.4557,19.42,61,20,3.6,US,1695756065
428,kailua-kona,19.6406,-155.9956,29.04,73,20,3.6,US,1695756467
429,leava,-14.3,-178.1667,27.04,78,100,6.27,WF,1695756630
430,mount pearl,47.5166,-52.7813,12.69,82,100,7.2,CA,1695756271
431,madang,-5.2246,145.7966,24.25,93,100,2.78,PG,1695756631
432,fale old settlement,-9.3852,-171.2468,27.64,79,100,4.74,TK,1695756372
433,madera,37.1666,-119.8343,28.87,34,0,2.8,US,1695756632
434,sao joao de pirabas,-0.7747,-47.1772,28.66,71,4,4.79,BR,1695756632
435,yorkton,51.2167,-102.4677,19.91,64,0,8.23,CA,1695756632
436,miles city,46.4083,-105.8406,25.54,33,0,6.69,US,1695756310
437,shalqar,47.8333,59.6,20.22,44,66,1.72,KZ,1695756634
438,nemuro,43.3236,145.575,16.1,90,88,0.9,JP,1695756377
439,seven pagodas,12.6264,80.1722,27.03,81,57,5.05,IN,1695756635
440,sungai penuh,-2.0833,101.3833,17.24,88,100,0.58,ID,1695756636
441,sabinov,49.1031,21.0988,19.07,68,14,1.06,SK,1695756636
442,maiurno,13.4167,33.6667,26.25,71,51,4.28,SD,1695756637
443,sao felipe,-14.8167,-41.3833,35.72,20,97,2.91,BR,1695756637
444,ringkobing,56.0901,8.244,15.01,81,100,5.07,DK,1695756638
445,khandyga,62.6667,135.6,0.12,90,19,1.13,RU,1695756638
446,mujiayingzi,42.1167,118.7833,16.37,54,100,2.61,CN,1695756639
447,pisco,-13.7,-76.2167,22.03,64,0,4.63,PE,1695756278
448,ban phai,16.06,102.731,24.12,92,100,0.43,TH,1695756640
449,dryden,49.7833,-92.7503,22.16,49,40,2.57,CA,1695756355
450,smirnovo,54.5125,69.4222,12.05,87,100,1.85,KZ,1695756640
451,malynivka,49.8167,36.7333,17.28,44,3,3.44,UA,1695756641
452,mongo,12.1844,18.693,29.49,55,28,1.72,TD,1695756641
453,dos hermanas,37.2829,-5.9209,28.09,48,0,2.24,ES,1695756642
454,bairnsdale,-37.8333,147.6167,10.59,93,93,1.14,AU,1695756642
455,leeton,-34.5667,146.4,10.61,89,40,1.31,AU,1695756642
456,kurmuk,10.55,34.2833,21.09,87,94,1.75,SD,1695756643
457,smirnykh,49.75,142.8333,6.63,97,99,0.53,RU,1695756643
458,mili,6.0815,171.735,28.95,76,90,6.75,MH,1695756644
459,caraballeda,10.6112,-66.8522,35.04,63,20,3.6,VE,1695756644
460,elko,41.0002,-115.5012,24.3,17,4,4.02,US,1695756449
461,touros,-5.1989,-35.4608,26.65,70,16,6.28,BR,1695756645
462,arys,42.4252,68.795,17.61,33,6,2.35,KZ,1695756645
463,tselinnoye,53.0833,85.6667,2.37,85,2,0.66,RU,1695756646
464,dalhart,36.0595,-102.5133,30.01,35,0,7.72,US,1695756646
465,mamuju,-2.6748,118.8885,25.76,82,100,2.13,ID,1695756647
466,scottburgh,-30.2867,30.7532,18.17,50,81,11.18,ZA,1695756647
467,tuy hoa,13.0833,109.3,25.26,87,90,3.69,VN,1695756648
468,brisas de zicatela,15.8369,-97.0419,31.29,58,0,2.06,MX,1695756329
469,al marj,32.488,20.8317,20.44,70,0,6.21,LY,1695756649
470,singkil,-7.9855,111.4161,21.32,92,84,2.12,ID,1695756649
471,balabac,7.9868,117.0645,27.04,80,93,1.96,PH,1695756650
472,prince albert,53.2001,-105.7677,25.97,38,20,7.72,CA,1695756650
473,dickinson,29.4608,-95.0513,33.98,64,40,2.06,US,1695756651
474,kirriemuir,56.674,-3.0034,13.16,86,94,2.59,GB,1695756651
475,chernyshevskiy,63.0128,112.4714,2.09,76,100,1.88,RU,1695756651
476,afaahiti,-17.75,-149.2833,25.93,89,79,7.66,PF,1695756235
477,kargasok,59.0556,80.8572,6.05,85,100,4.7,RU,1695756652
478,akjoujt,19.6969,-14.4164,39.64,12,100,7.95,MR,1695756625
479,alaghsas,17.0187,8.0168,36.27,9,1,1.92,NE,1695756653
480,soissons,49.3333,3.3333,19.12,60,40,1.39,FR,1695756654
481,san fernando de apure,7.8878,-67.4724,30.76,72,71,1.72,VE,1695756654
482,popondetta,-8.7537,148.2534,22.31,96,100,1.05,PG,1695756654
483,dawson creek,55.7666,-120.2362,17.54,45,0,4.12,CA,1695756655
484,port blair,11.6667,92.75,26.02,89,75,0.0,IN,1695756655
485,dwarka,22.2394,68.9678,26.39,75,7,3.88,IN,1695756656
486,paramirim,-13.4425,-42.2389,36.31,13,62,5.01,BR,1695756656
487,al muwayh,22.4333,41.7583,30.73,16,73,3.59,SA,1695756657
488,merizo village,13.2658,144.6691,26.85,96,100,4.29,GU,1695756657
489,nurdagi,37.1773,36.7419,26.99,85,8,2.41,TR,1695756658
490,chantada,42.6088,-7.7712,17.05,65,90,1.03,ES,1695756658
491,rikaze,29.25,88.8833,11.4,49,0,1.91,CN,1695756308
492,levuka,50.1834,-105.4011,26.85,32,20,12.35,CA,1695756659
493,torres,-29.3353,-49.7269,20.21,97,97,3.28,BR,1695756660
494,jose pedro varela,-33.45,-54.5333,9.91,88,100,6.21,UY,1695756662
495,paracuru,-3.41,-39.0306,27.84,71,21,6.31,BR,1695756663
496,murashi,59.3999,48.9615,9.25,85,100,2.5,RU,1695756382
497,wuxue,29.8506,115.5525,21.74,92,64,1.5,CN,1695756663
498,glace bay,46.1969,-59.957,18.94,57,75,3.6,CA,1695756244
499,mirny,62.5353,113.9611,0.69,69,100,3.13,RU,1695756403
500,ta`u,-14.2336,-169.5144,26.09,76,100,8.46,AS,1695756204
501,karoi,-16.8099,29.6925,23.99,36,39,1.65,ZW,1695756665
502,cottage grove,44.8277,-92.9438,19.16,88,100,4.63,US,1695756666
503,viedma,-40.8135,-62.9967,15.93,28,0,4.92,AR,1695756665
504,mitchell,43.7094,-98.0298,20.41,68,100,3.6,US,1695756532
505,thanh hoa,19.8,105.7667,24.99,95,100,4.21,VN,1695756667
506,grand-bassam,5.2118,-3.7388,25.98,92,4,2.48,CI,1695756667
507,manokwari,-0.8667,134.0833,25.84,82,100,1.85,ID,1695756668
508,halifax,44.6453,-63.5724,18.16,65,100,4.63,CA,1695755867
509,talara,-4.5772,-81.2719,26.42,65,0,8.66,PE,1695756669
510,upata,8.0086,-62.3989,29.19,60,89,2.27,VE,1695756620
511,rimouski,48.4488,-68.524,15.1,60,0,1.9,CA,1695756384
512,boyalik,41.2634,28.6314,22.65,78,100,6.96,TR,1695756670
513,chapulco,18.6083,-97.4167,24.17,34,26,4.47,MX,1695756671
514,igarka,67.4667,86.5833,2.58,99,100,2.16,RU,1695756282
515,chopda,21.25,75.3,26.19,82,99,2.35,IN,1695756672
516,gardnerville ranchos,38.8882,-119.7413,24.55,22,0,4.02,US,1695756672
517,jiagedaqi,50.4167,124.1167,9.71,99,100,0.94,CN,1695756673
518,amahai,-3.3333,128.9167,23.73,84,93,1.28,ID,1695756673
519,oltiariq,40.3919,71.4742,16.86,24,0,1.13,UZ,1695756674
520,floro,61.5996,5.0328,17.04,59,75,8.75,NO,1695756674
521,strezhevoy,60.7333,77.5889,8.69,91,100,4.3,RU,1695756674
522,pipar,26.3856,73.5378,28.94,58,5,2.47,IN,1695756675
523,augusta,48.3667,10.8833,15.33,94,0,0.0,DE,1695756591
524,amungan,15.3652,119.9582,26.49,83,20,1.25,PH,1695756676
525,mahina,-17.5065,-149.489,26.87,74,20,7.2,PF,1695756676
526,afif,23.9065,42.9172,29.69,14,71,3.39,SA,1695756676
527,kempele,64.9131,25.5034,13.27,95,0,3.58,FI,1695756677
528,mermoz boabab,14.7065,-17.4758,28.88,84,40,3.09,SN,1695756677
529,yershov,51.3513,48.2766,15.29,61,20,3.7,RU,1695756678
530,manavalakurichi,8.1333,77.3,26.08,88,100,5.16,IN,1695756678
531,llerena,38.2354,-6.0739,25.24,36,5,2.3,ES,1695756678
532,lascano,-33.6667,-54.2,10.0,88,100,5.69,UY,1695756679
533,torit,4.4133,32.5678,22.46,87,23,1.92,SS,1695756679
534,jurbarkas,55.0778,22.7664,16.61,78,94,3.68,LT,1695756680
535,kearney,40.6995,-99.0815,25.49,51,0,4.12,US,1695756466
536,minas de marcona,-15.2119,-75.1103,16.86,64,82,9.29,PE,1695756254
537,dno,57.8277,29.9637,9.88,75,78,1.23,RU,1695756681
538,fauske,67.2588,15.3918,14.87,83,100,4.17,NO,1695756681
539,gorodishche,48.8045,44.4744,18.49,45,0,4.0,RU,1695756682
540,viana do castelo,41.6932,-8.8329,17.67,82,94,2.86,PT,1695756567
541,nabha,30.3747,76.1486,25.29,63,0,2.62,IN,1695756682
542,saynshand,44.8824,110.1163,7.46,25,0,6.08,MN,1695756683
543,lilongwe,-13.9669,33.7873,23.64,43,1,2.85,MW,1695756683
544,ixtapa,20.7,-105.2,32.35,70,20,3.6,MX,1695756684
545,santo antonio do ica,-3.1022,-67.9397,34.86,47,97,0.89,BR,1695756684
546,nosy varika,-20.5833,48.5333,20.06,88,9,2.07,MG,1695756684
547,xilin hot,43.9667,116.0333,8.94,28,7,5.34,CN,1695756685
548,haninge,59.1678,18.1448,12.59,93,100,3.16,SE,1695756686
549,sisimiut,66.9395,-53.6735,2.92,66,99,5.32,GL,1695756262
550,tofol,5.3248,163.0078,28.09,74,100,2.06,FM,1695756686
551,rehti,22.7333,77.4333,24.88,84,92,0.71,IN,1695756687
552,bel ombre,-4.6167,55.4167,24.91,83,75,6.17,SC,1695756687
553,rosetta,31.4044,30.4164,25.83,71,1,3.18,EG,1695756034
554,gurupi,-11.7292,-49.0686,40.52,17,40,2.56,BR,1695756266
555,vicksburg,32.3526,-90.8779,33.85,51,40,2.57,US,1695756675
556,peniche,39.3558,-9.3811,21.83,82,99,5.19,PT,1695756689
557,portland,45.5234,-122.6762,18.38,80,75,5.14,US,1695756303
558,belmonte,-15.8631,-38.8828,26.08,77,59,5.6,BR,1695756689
559,estevan,49.1334,-102.9842,22.19,49,0,8.75,CA,1695756690
560,reinosa,42.9996,-4.138,16.14,94,58,0.57,ES,1695756690
